A3GALT2_33309614	0.0711235
A3GALT2_33311725	0.0711235
AADACL3_12722025	0.0366844
ABCA4_94009309	0.0320306
ABCA4_94009492	0.0320306
ABCA4_94010929	0.0342259
ABCA4_94011583	0.0282195
ABCA4_94035001	0.0373976
ABCA4_94040935	0.0636457
ABCA4_94080154	0.275522
ABCA4_94108394	0.0544603
ABCA4_94118567	0.0517969
ABCB10_229521440	0.0282923
ABCB10_229527539	0.0207872
ABCB10_229536361	0.0593127
ABCB10_229538813	0.0593127
ABCB10_229547772	0.016656
ABCD3_94467854	0.0917044
ABCD3_94479982	0.0744185
ABL2_179110078	0.0283917
ABL2_179129288	0.0648197
ACADM_75738766	0.0577028
ACAP3_1295074	0.0218921
ACOT11_54593889	0.0442511
ACOT11_54603080	0.0163743
ACOT11_54603584	0.0163743
ACOT7_6319562	0.0193678
ACOT7_6333670	0.0699028
ACOT7_6335773	0.0699028
ACTL8_17824975	0.0294855
ACTN2_236741633	0.0145424
ACTN2_236742121	0.0145424
ACTN2_236760895	0.0221657
ADAM15_155059722	0.0609336
ADAMTS4_161194390	0.0444401
ADAR_154585894	0.0329111
ADAR_154589676	0.0223707
ADAR_154595958	0.0288166
ADAR_154596616	0.0288166
ADAR_154604221	0.0105439
ADCY10_167832737	0.0419506
ADCY10_167855409	0.0353266
ADCY10_167857639	0.020913
ADCY10_167857650	0.020913
ADCY10_167860180	0.0958454
ADCY10_167860453	0.0958454
ADCY10_167860755	0.0958454
ADCY10_167899779	0.0476636
ADCY10_167904318	0.0185854
ADGRB2_31739729	0.0312759
ADGRB2_31757733	0.177086
ADGRL2_81910355	0.149733
ADGRL2_81949566	0.131701
ADGRL4_78919284	0.0254634
ADGRL4_79005400	0.137257
ADIPOR1_202941897	0.0307368
ADPRHL2_36089988	0.104181
ADPRHL2_36091203	0.104181
ADSS_244413556	0.0347221
AGBL4_48535264	0.0832499
AGBL4_48588400	0.0719752
AGL_99885800	0.066989
AGL_99919221	0.14495
AGMAT_15577286	0.0233574
AGO1_35893510	0.490911
AGO4_35840133	0.0608084
AGO4_35852156	0.194418
AGO4_35853034	0.194418
AGRN_1020994	0.0784581
AGRN_1021015	0.0784581
AGRN_1021019	0.0784581
AGRN_1045067	0.0131012
AGRN_1045079	0.0131012
AGRN_1045694	0.0480096
AGTRAP_11749615	0.0083131
AGT_230712340	0.00777754
AHCTF1_246855849	0.0333564
AHCTF1_246858569	0.0303256
AHCTF1_246891095	0.0192716
AHCTF1_246896189	0.0342564
AHCTF1_246909485	0.0407303
AHCTF1_246917486	0.0428037
AHCYL1_110010415	0.0824599
AHCYL1_110011747	0.166459
AHCYL1_110013612	0.12098
AHCYL1_110020497	0.0608687
AIDA_222670404	0.0288756
AIDA_222709751	0.0742435
AIM1L_26331656	0.0844216
AIM2_159069258	0.036935
AJAP1_4771612	0.0604044
AJAP1_4776860	0.0599847
AK2_33021703	0.0657009
AK2_33023623	0.0657009
AK4_65212901	0.0653877
AKNAD1_108846306	0.0283045
AKR1A1_45563115	0.0454299
AKR1A1_45569796	0.071
AKR7A2_19308864	0.0248012
AKT3_243847384	0.158666
ALDH4A1_18874922	0.0261537
ALDH4A1_18876542	0.0130919
ALDH4A1_18876558	0.0130919
ALDH4A1_18885931	0.015085
ALDH9A1_165667002	0.0248453
ALG14_95072255	0.0761835
ALG6_63368995	0.0342303
ALPL_21567861	0.161134
ALPL_21568775	0.0995498
ALX3_110068745	0.0945514
AMPD1_114684492	0.0802332
AMPD1_114684583	0.0802332
AMPD2_109623296	0.137355
ANGEL2_213004580	0.114536
ANGEL2_213007331	0.0804876
ANKRD35_145867688	0.0363244
ANKRD35_145884907	0.113918
ANXA9_150994301	0.0241487
APOBEC4_183652643	0.0721643
ARHGAP29_94235981	0.108522
ARHGAP29_94237144	0.108522
ARHGAP30_161054948	0.110432
ARHGEF10L_17586680	0.0139505
ARHGEF10L_17619785	0.0166989
ARHGEF10L_17629979	0.0260216
ARHGEF10L_17652575	0.0261133
ARHGEF11_156944764	0.0335197
ARHGEF11_156948572	0.0213897
ARHGEF11_156954670	0.0360993
ARHGEF11_156956062	0.082521
ARHGEF11_156958491	0.053284
ARHGEF11_156970400	0.0406165
ARHGEF11_156971889	0.0176829
ARHGEF11_156979596	0.0360626
ARHGEF11_156998111	0.056296
ARHGEF16_3466913	0.0128542
ARHGEF16_3477187	0.0113057
ARHGEF16_3479137	0.0131604
ARHGEF19_16201495	0.0177736
ARHGEF2_155950585	0.0150376
ARHGEF2_155957140	0.0352129
ARHGEF2_155958689	0.0686569
ARHGEF2_155972445	0.159595
ARHGEF2_155975056	0.159595
ARHGEF2_155976064	0.159595
ARID1A_26730571	0.13379
ARID4B_235176059	0.226663
ARID4B_235225494	0.111638
ARNT_150838750	0.0275087
ARNT_150840564	0.11243
ARNT_150842242	0.11243
ASAP3_23431291	0.0425281
ASAP3_23432237	0.0301986
ASH1L-IT1_155396677	0.0884914
ASH1L_155352138	0.0408572
ASH1L_155371029	0.0614195
ASPM_197096383	0.118829
ASPM_197098663	0.118829
ASPM_197145894	0.0167985
ASTN1_176886416	0.0836464
ASTN1_176889218	0.03268
ASTN1_176950981	0.132179
ASTN1_176961976	0.110382
ASTN1_177017151	0.14104
ATF3_212617299	0.0795225
ATG4C_62820827	0.205016
ATG4C_62820832	0.205016
ATG4C_62827646	0.106022
ATP13A2_16992745	0.0619847
ATP1A1_116387223	0.0646757
ATP1A4_160166796	0.046751
ATP1A4_160173915	0.041827
ATP1A4_160175690	0.0381704
ATP1A4_160185492	0.0286661
ATP1B1_169114946	0.0372385
ATP2B4_203713417	0.0125261
ATP2B4_203717263	0.0984672
ATP2B4_203722805	0.0240932
ATP8B2_154344335	0.100321
ATP8B2_154348193	0.0637229
ATXN7L2_109488022	0.0694931
AXDND1_179382554	0.0425816
AXDND1_179492704	0.0157896
AZIN2_33091889	0.0407453
BATF3_212699099	0.0637085
BATF3_212699605	0.0637085
BCAN_156655467	0.0837645
BCAN_156659004	0.05357
BCAR3_93566419	0.0497545
BCAS2_114576376	0.0647244
BCL9_147617965	0.109047
BEST4_44787229	0.0237748
BNIPL_151040857	0.0863576
BNIPL_151042909	0.0863576
BRDT_91993398	0.0488411
BRDT_92001994	0.0574634
BRINP3_190227190	0.0215405
BSDC1_32374543	0.0531292
BSDC1_32378451	0.0795568
BSDC1_32379006	0.0403787
BTBD8_92105800	0.0862537
BTBD8_92139055	0.121274
BTBD8_92175926	0.079668
C1orf100_244358978	0.0591851
C1orf106_200896083	0.0942522
C1orf106_200907642	0.0309765
C1orf109_37687790	0.064406
C1orf112_169828309	0.0368629
C1orf112_169847478	0.117265
